,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,-268.1955286873273,135.69197537350564,-34.05140728188757,25.615513154612266,-12.97758750265848,17.902991291883477,-9.990350691477786,5.630704073073262,-14.142574168782993,7.490304923935749,-3.969332921453723,8.258574915917194,-1.3353272925805055,-0.36505090405557833,1.0393407639750236,3.7913841599724956,-0.32078337303656496,1.7729849364157668,0.8892337431885659,-0.8420250610604612,5.337458082808444e+35,0.09765625,0.0982227015661253,0.02077002111003926,0.02685546875,0.1767578125,1496.3682244237461,1505.1664239695372,210.85040133040613,973.6330401727571,2474.9618796536106,2670.1171875,2716.306158008266,547.1730139781863,1496.5576171875,5232.568359375,95.703125,0.5873930698730478,0.07269626654107986,0.09883780651303295,0.2239103138292309,0.25414758849845165,-3.078396052758253e-15,1.0,0.20199278504228138,0.33970424207773686,0.3930154714727366,0.29960224853159545,0.24893819867972528,0.22791618112670514,0.25999435279290584,0.21193441271307337,0.2123120728234958,0.25548342452038425,0.2135632571133676,0.20139358395625598,755.0,1241.5556640625,1228.1981201171875,184.68966674804688,583.5245361328125,1781.1876220703125,classical
1,-324.06116940159524,133.59456794600646,-25.04469210784235,24.552646805727314,-11.94702412695115,17.667560378158743,-5.524336813043856,1.7110512315514825,-10.577142116685968,-0.8498293070016408,-7.808103126244939,3.5253547679006014,5.04882324241693,1.3674799164009428,3.010916263290414,-3.1286891522539135,-4.289846590903703,0.5910084543094966,2.8776317074846958,0.3732803675070334,2.9274355332818614e+36,0.08984375,0.08776562802107502,0.025093409289414628,0.025390625,0.1630859375,1350.5620122268351,1360.643671505072,248.21606081771782,830.6202658448573,2232.531702196188,2347.119140625,2387.7291296584976,607.2867015810127,1033.59375,4338.9404296875,117.45383522727273,0.6656438130357781,0.07291002367688486,0.11573420068963683,0.25516655886909917,0.28491908832635354,-3.3213178670397364e-15,1.0,0.23036631609512565,0.24577527620751322,0.3105362066649735,0.2346585150625404,0.1718568312773677,0.16451657910208617,0.23748082037229884,0.2212740578462533,0.16897963210757416,0.1832522595933348,0.3004814237546748,0.3263193753455569,717.0,1255.968017578125,1217.46240234375,265.2875671386719,366.06488037109375,1933.985595703125,classical
2,-235.25373837920145,141.1099868304751,-34.67073207766279,30.966612802316774,-16.380018152858195,23.110827967293368,-11.030149257835244,7.6386819352926425,-19.01194168084152,4.2194281703665615,-11.82759860517822,8.911825384131559,-1.4316371970463417,4.288130224688158,1.475192628855078,3.1715603220243525,-1.3094322364032687,2.9451769437849373,-1.6550266529277016,-2.896193201798283,2.0694806284034616e+34,0.0908203125,0.09004578439191802,0.01988032017835175,0.0341796875,0.14697265625,1497.795323119699,1490.2753639425307,197.46730749959008,995.1988147396177,2178.0128966677,2799.31640625,2785.2940110208815,524.247450104559,1421.19140625,4489.6728515625,99.38401442307692,0.5738223780405775,0.08476445957257196,0.10232530277831699,0.22264481238067244,0.25105000322937454,-2.939597847953112e-15,1.0,0.2435049619911546,0.34633141344750357,0.33373395172264064,0.30334095342053147,0.2999312315118929,0.21256485162250396,0.1695071142844033,0.16913134921113177,0.2482809997428019,0.24657606418023015,0.2161941629136155,0.24222304525891925,727.0,1272.466552734375,1261.2236328125,165.94174194335938,703.756591796875,1809.2979736328125,classical
3,-326.86107764809515,127.40241083100959,-30.60689843202619,37.458172774501854,-5.300832533591132,20.819964057978925,-1.7748235885586723,-4.613475496774054,-4.044669217015801,5.224090588181883,-0.6530765553521835,2.794030108748788,7.235352437343246,3.9756536673211897,-2.387835633544436,1.4995837578901094,0.5973886374017118,-0.5956841427620626,2.3412587946044923,2.640535455377374,1.0142138782679955e+37,0.11083984375,0.10894638498163187,0.034071146751847727,0.01513671875,0.2109375,1514.7535688811422,1526.6298823738111,302.2322118643466,646.9594158748464,2499.702032887928,2928.515625,2916.000387452871,706.6780962503941,990.52734375,5340.234375,135.99917763157896,0.639664921289391,0.07688159021820101,0.11263066774601557,0.24822453912156558,0.2771588576021998,-2.9159522838023616e-15,1.0,0.26029536261380143,0.24523211117570262,0.26291571773472766,0.2624287568973564,0.1877553111753706,0.18297000461183113,0.2246853409319052,0.24013361414633552,0.1906287882873546,0.19512468446755582,0.19259025382398043,0.23212900331685454,753.0,1325.5855712890625,1315.948974609375,177.56533813476562,572.9102172851562,1899.6715087890625,classical
4,-259.9151278337706,118.95015828179473,-35.61749231324378,31.963694873282297,-16.52582287967338,10.616533097173217,-15.653918680411271,7.41711682024875,-5.822311587118931,8.268570933281044,-17.982000817858097,-1.1855331898145016,-6.3557721311075674,2.748988667267808,-2.58519355942418,4.403327375641956,-4.125298092420832,-4.787771407731379,-4.774068974132917,-4.603727902776819,2.191472999425461e+36,0.11083984375,0.11285716659416087,0.02889636771419712,0.037109375,0.228515625,1680.3220446047646,1705.563259474892,261.02194057076935,979.2624483952759,2584.042822355895,3165.380859375,3174.931742586282,577.292715292116,1776.4892578125,5221.8017578125,107.666015625,0.6926750486170667,0.0720783964633633,0.11875815948083845,0.26186011078008226,0.2912004383854541,-2.8929118708807048e-15,1.0,0.3402105514320735,0.25611441259269535,0.24444938634894425,0.25150622307804643,0.2857218802996707,0.24699687083878202,0.16770687736422085,0.1790979605793853,0.21129360841447165,0.23836194906660552,0.25356735509616246,0.3396769618412509,735.0,1227.25634765625,1217.0694580078125,198.25411987304688,481.7353515625,1897.115478515625,classical
5,-264.29303568349917,138.17521180339114,-30.0836807597168,37.82317543337733,-7.171175723489304,6.760846582231266,-11.793605439286658,4.705313944130559,-9.814957637894189,5.850405564115736,-9.559945662406653,2.6793326523318552,-4.782587879796329,-1.4096685825228024,-2.0939711378577806,2.9748502511992436,3.3587775869999055,4.813418873187106,1.7581117686294379,-1.8308477515745385,5.63777470585343e+33,0.06982421875,0.07521004024071926,0.024855698588455193,0.02099609375,0.1728515625,1389.248724946101,1431.055192872447,272.1211918187311,807.0215136394187,2522.147212616196,2788.5498046875,2835.996127737094,552.342149002798,1539.6240234375,5351.0009765625,143.5546875,0.5546091628758897,0.06935688999084097,0.0944563889537941,0.21468090002864348,0.24549511829081463,-3.5144524524114686e-15,1.0,0.23293805945766627,0.2061717065764079,0.27090370579795064,0.3111694169961083,0.24997484707135043,0.20027151696562798,0.2197179652548091,0.33373091647232106,0.33155683842319517,0.2551307144693716,0.2088927292034585,0.20922875515443956,598.0,1281.529541015625,1276.1544189453125,171.6051788330078,669.1550903320312,1824.46240234375,classical
6,-295.7745733911026,134.53884058622452,-22.4295554170098,40.74411871312952,-5.87527439748443,9.255607136583055,-11.864522250021347,6.2861403653204375,-8.856302949694808,4.393896155692411,-9.372191078908488,4.062892884533369,1.6453906615667506,5.135507822858847,5.429153309784032,2.268206597267517,-1.8295350615496109,-2.927458938050826,0.13953826132365726,3.201955298509978,4.780597968623166e+34,0.0673828125,0.07290118365719257,0.02705456580395845,0.02734375,0.18505859375,1349.3607069319005,1372.6378004260032,265.3337751064714,798.8236036314353,2128.4116781906387,2702.4169921875,2737.714458562935,561.8774565913491,1410.4248046875,4457.373046875,103.359375,0.7257769447836905,0.07340947278075004,0.12802468570797532,0.2766311349068059,0.30697335517601504,-3.162378886907071e-15,1.0,0.3033199547777009,0.23662086547548639,0.25795535356958893,0.2807068293990484,0.24929033877318144,0.24266161969273636,0.25841394340057905,0.3118832458228697,0.263870803449394,0.1295727406332678,0.09610324326843311,0.21521705494154572,764.0,1210.629150390625,1200.978759765625,186.60389709472656,527.20068359375,1688.9072265625,classical
7,-286.741871633292,135.93319768094273,-24.439382043344068,36.6453758450606,-6.230932057439333,6.949923809389736,-8.159004433086025,3.831786981719726,-4.391858709539223,6.425465778665644,-4.124999968845789,1.5406855224748819,-4.340679126399791,-3.023984973691175,-0.011629031258897225,5.636144734540655,3.4318498346646016,2.8294866444724995,1.1040422201099265,-0.29290735824621716,1.211600342747579e+36,0.06591796875,0.07312700901488786,0.03390882430421418,0.001953125,0.21337890625,1346.1901677929216,1358.8507735998014,360.77742492072235,295.7829561991898,2936.991710646673,2659.3505859375,2667.719058149652,718.0045440444862,247.6318359375,5587.8662109375,107.666015625,0.5462202359555591,0.06678377497839158,0.09503935300085264,0.2137998541863271,0.24461849860367477,-2.8490045058897814e-15,1.0,0.10866278962830417,0.1592433155665677,0.3156279952843761,0.3299563570448391,0.23906453650366372,0.2132506639426467,0.2025825655888114,0.23428741921483934,0.21969558113627707,0.2688123998617361,0.3164715636983557,0.203617770718299,740.0,1304.0333251953125,1299.060791015625,198.9094696044922,575.43994140625,1988.2069091796875,classical
8,-292.060390593037,127.76256126020658,-29.894204066078302,37.421576502851956,-9.550170191887386,5.111379667875842,-13.81278770630497,7.028453274567236,-7.0257540842460315,6.496709822960381,-9.902276580015222,4.7063117343734975,0.36921726724922815,1.4627024843874474,3.407434699194855,6.078480870274394,0.9592067425196659,-0.7609350105944191,-2.1104586426621004,0.7547233270980898,1.9898105579845746e+35,0.07666015625,0.07877792983855375,0.02557156786636104,0.0205078125,0.173828125,1527.769218168916,1516.83111776797,283.56098745362857,789.7822703731462,2378.7818688433526,3003.8818359375,2974.121716846723,555.2036847882994,1453.4912109375,5114.1357421875,135.99917763157896,0.6386357201158847,0.0717293465424097,0.1105705962573158,0.24564069058074042,0.27653885681765333,-2.8140763629612624e-15,1.0,0.33708086363586803,0.2624109057355992,0.1738956001104973,0.17758311163052415,0.20989539616509173,0.23568304257432984,0.2211558780968601,0.22998258590500198,0.20645533168407018,0.2618770223839912,0.2628804114090241,0.30016144814454737,704.0,1261.2745361328125,1246.9554443359375,216.40411376953125,545.6216430664062,1803.4940185546875,classical
9,-356.1058864122279,139.81266389334004,-6.2785758802207825,43.17738528362749,-8.851785780091598,11.047902620085416,-8.375141045328629,4.419639368622429,-8.284428189512857,8.67626451438061,-8.13502017231569,3.42873370936889,-1.439429987738096,-0.42297480458315,-1.7279855765493362,-0.28992034810643563,-0.660842360725308,1.1603184851510806,-0.6185105437050015,-0.25403350196723906,2.6443785047336056e+34,0.052734375,0.056246752344354216,0.027765516815986446,0.01123046875,0.22900390625,1199.6073330765068,1216.1877859259941,347.9100119176755,515.4633551455255,2832.3497003289986,2519.384765625,2560.00308149652,831.5905490838824,796.728515625,5792.431640625,129.19921875,0.717445287519313,0.08038494404885584,0.12610262363910424,0.27908973114761015,0.3129104868954507,-2.983236492480464e-15,1.0,0.24921466671325865,0.285679045504066,0.3196283031927789,0.3080148133878539,0.1607827018484132,0.14691781696290163,0.2203630685934094,0.2608891936992685,0.18727819595493858,0.18418403334145464,0.17990702378068713,0.20277751582986012,663.0,1311.522216796875,1295.4461669921875,208.33590698242188,591.4596557617188,1800.534423828125,classical
