,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,std_mfcc,zero_cros_mean,zero_cros_std,cent_mean,cent_std,tempo_static,tempo_mean,tempo_std,num_tempo_changes,rolloff_mean,rolloff_std,flux_mean,flux_std,energy
0,-3.775152227370803,2.0915801197336754,-0.4036373212072669,0.48811104811524986,-0.09610635276355409,0.36060129340960045,-0.059260830124893006,0.18419768240985407,-0.1123543543735624,0.21712542289128586,0.037558888741230576,0.2230681287421983,0.07148169900920168,0.091794212050988,0.11124048219581685,0.15661688557356415,0.09156214234944594,0.12439371977858792,0.11066122330394178,0.08651813753543823,-6.190246382511828e-54,0.0982227015661253,0.02077002111003926,1505.1664239695372,210.85040133040613,95.703125,103.69213130800465,15.265985798308849,3.0,2716.306158008266,547.1730139781863,1228.1981201171875,184.68966674804688,755.0
1,-3.9573065009904798,1.8209707489520555,-0.1984087236818908,0.43706039653710216,-0.03113121052101809,0.35147591159758707,0.05268320868921435,0.14757555209451134,-0.011232221945187389,0.11742492422078597,0.025913253169319066,0.16992845978991003,0.18582208176778908,0.14125602013124697,0.16420575565908474,0.08721224332629299,0.07219915181520402,0.13208651060100293,0.16132053038424113,0.13094390840322806,3.0416690576604906e-56,0.08776562802107502,0.025093409289414628,1360.643671505072,248.21606081771782,117.45383522727273,116.55739539820301,5.275538365258972,4.0,2387.7291296584976,607.2867015810127,1217.46240234375,265.2875671386719,717.0
2,-3.618098916391811,2.321048432711306,-0.470296407119004,0.5797717502950488,-0.17819315564135974,0.4527397063722493,-0.09569522665847387,0.2079579159085974,-0.2198386022890368,0.15488085070149066,-0.10638339136271248,0.2265944262174282,0.05707706059237449,0.15231615470305837,0.10602867137703408,0.136943278907672,0.06436657537804774,0.13380455157830579,0.05596209982966681,0.03901422489011841,-6.570585632564336e-55,0.09004578439191802,0.01988032017835175,1490.2753639425307,197.46730749959008,99.38401442307692,101.66070004350348,7.0521105521493315,4.0,2785.2940110208815,524.247450104559,1261.2236328125,165.94174194335938,727.0
3,-3.9616058700065833,1.7219775300422175,-0.30231345471904464,0.5853374897932626,0.021942641136698974,0.3779885587942907,0.0765649528172813,0.04428544944798737,0.042917444106501265,0.1731795425114576,0.09165813691777866,0.13813645325873913,0.19449107727436948,0.15077732071036956,0.06721433131514928,0.11978330076186901,0.11080411677236693,0.09677567008996561,0.12621485563744933,0.12387045333787404,1.1547997007915523e-54,0.10894638498163187,0.034071146751847727,1526.6298823738111,302.2322118643466,135.99917763157896,130.82287602858835,11.684337551064566,7.0,2916.000387452871,706.6780962503941,1315.948974609375,177.56533813476562,753.0
4,-3.818617914379418,1.9706791577948441,-0.4015227984131777,0.6408571040564062,-0.10999593326093281,0.3130747377075694,-0.09238048637503113,0.2663317371745883,0.05875113205083623,0.2771591472943042,-0.12993111937351692,0.13407703675558505,0.05284523297039874,0.1944291019323444,0.1091005215531399,0.21712276095452923,0.08414527470053078,0.0778056247978481,0.07752347307429666,0.0785462089848552,3.2127359959564733e-53,0.11285716659416087,0.02889636771419712,1705.563259474892,261.02194057076935,107.666015625,111.39988905314472,7.520584969796652,3.0,3174.931742586282,577.292715292116,1217.0694580078125,198.25411987304688,735.0
5,-3.6812788868272173,2.198574757029578,-0.3796752276959876,0.6954269991956872,-0.039842254752515474,0.21370575475456802,-0.10723654928487163,0.1785213957761143,-0.06928463022230755,0.19769712671600878,-0.059269721841917165,0.1413339977423338,0.011473503847197869,0.07117220418027358,0.04859510315218975,0.12982229540911175,0.12679714222051228,0.15618996474450336,0.11103623555086219,0.05624079030587582,8.222834929372147e-55,0.07521004024071926,0.024855698588455193,1431.055192872447,272.1211918187311,143.5546875,140.31957148378092,4.119692494852764,3.0,2835.996127737094,552.342149002798,1276.1544189453125,171.6051788330078,598.0
6,-3.857961652745646,1.9537873593589947,-0.2308044489021142,0.6671989496282389,-0.0015508749302987313,0.226232146499431,-0.08328319166898705,0.19055142838648623,-0.03493546547383788,0.1608314163389641,-0.04406527849533769,0.14910519662706986,0.10684934964084991,0.1642630941633179,0.16436379759712366,0.12598033525672986,0.06553070114353172,0.05494606073765459,0.09270392433054954,0.1302571525072798,1.6898009020760691e-56,0.07290118365719257,0.02705456580395845,1372.6378004260032,265.3337751064714,103.359375,113.30181801689885,13.170964116941809,7.0,2737.714458562935,561.8774565913491,1200.978759765625,186.60389709472656,764.0
7,-3.7728580929322018,2.0524068854479967,-0.29623279635960786,0.635175481082094,-0.02447268998746829,0.19387032227304377,-0.05014876302454936,0.16015059157339834,0.010728580411482766,0.19467013763423352,0.016153077239427042,0.11693321383568524,0.020787136710823842,0.048773864906148996,0.08382714216632675,0.17126755613132613,0.12935057781242523,0.12278796423863535,0.10523381229864442,0.08159599854213413,-2.225985230908395e-53,0.07312700901488786,0.03390882430421418,1358.8507735998014,360.77742492072235,107.666015625,109.77870574891206,6.656962152597161,6.0,2667.719058149652,718.0045440444862,1299.060791015625,198.9094696044922,740.0
8,-3.849804645703446,1.9184654720652017,-0.3261640898372301,0.6537721863523381,-0.0433009853969616,0.19309716130566437,-0.09908433619898008,0.21746585566212917,-0.00251609558183117,0.20876545964055088,-0.037749711662208016,0.18394855249763514,0.11157231231851013,0.13451044125661568,0.15001509392568316,0.19178738775485502,0.11352216481931199,0.09335811445686348,0.07131869668728974,0.1170209656380086,-8.195188266856759e-56,0.07877792983855375,0.02557156786636104,1516.83111776797,283.56098745362857,135.99917763157896,134.51627573088624,7.3330356318718515,5.0,2974.121716846723,555.2036847882994,1246.9554443359375,216.40411376953125,704.0
9,-3.9780153862002168,1.772076578868674,0.014446748881777998,0.6227604974021504,-0.009355449959496337,0.24498047612184423,-0.00014491715803456926,0.16489227312971344,-0.00017136194676487646,0.21239604845342974,0.0032944241914532883,0.1495608041087556,0.08684930489943059,0.10560839071106932,0.08715844542026592,0.10866805131716512,0.09973206260051394,0.11907847629381751,0.09502723217746689,0.1011573006869843,-2.54348245430569e-59,0.056246752344354216,0.027765516815986446,1216.1877859259941,347.9100119176755,129.19921875,123.79213554040065,5.42536706905853,4.0,2560.00308149652,831.5905490838824,1295.4461669921875,208.33590698242188,663.0
